Gene,Description,padj_maSigPro,clusters_maSigPro,Fold_change_h_vs_c,padj_h_vs_c,Fold_change_p_vs_c,padj_p_vs_c,Fold_change_a_vs_c,padj_a_vs_c,Fold_change_r_vs_c,padj_r_vs_c,Fold_change_a_vs_r,padj_a_vs_r,Fold_change_h_vs_a,padj_h_vs_a
TCAL_04358,Protein of unknown function,NA,NA,NA,NA,1.494091187,0.01138791,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_04362,Similar to D1Pas1 Putative ATP-dependent RNA helicase Pl10 (Mus musculus),NA,NA,NA,NA,NA,NA,-0.19937011,0.081089265,NA,NA,NA,NA,NA,NA
TCAL_04371,Similar to Trpgamma Transient receptor potential-gamma protein (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,NA,NA,-1.213719258,0.020545225,NA,NA,NA,NA
TCAL_04385,Similar to AVIL Advillin (Homo sapiens),NA,NA,NA,NA,NA,NA,-0.193530031,0.032771359,NA,NA,NA,NA,NA,NA
TCAL_04391,Similar to NPAS2 Neuronal PAS domain-containing protein 2 (Homo sapiens),0.00012745,6,NA,NA,NA,NA,NA,NA,-0.536708272,0.008058094,-0.468507083,0.040647376,NA,NA
TCAL_04397,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.411812434,0.07409628,NA,NA,NA,NA
TCAL_04402,Similar to DPP6 Dipeptidyl aminopeptidase-like protein 6 (Pan troglodytes),3.54E-05,9,NA,NA,NA,NA,NA,NA,-0.39367872,0.01600171,-0.461811296,0.003018526,NA,NA
TCAL_04418,Similar to TFAP2A Transcription factor AP-2-alpha (Homo sapiens),4.43E-07,1,NA,NA,NA,NA,NA,NA,0.879427345,0.00064403,0.55821402,0.081549419,NA,NA
TCAL_04427,Similar to Folh1 Glutamate carboxypeptidase 2 (Rattus norvegicus),7.06E-05,3,NA,NA,0.405961025,0.04863441,0.538775609,0.001131824,NA,NA,NA,NA,NA,NA
TCAL_04449,Protein of unknown function,1.70E-20,8,NA,NA,-0.836790562,2.52E-09,-0.830665413,1.47E-09,-0.927866623,1.17E-11,NA,NA,0.495388785,0.015342581
TCAL_04455,Similar to ttc39b Tetratricopeptide repeat protein 39B (Xenopus tropicalis),0.002855978,8,NA,NA,NA,NA,-0.258104067,0.026283987,-0.245102967,0.042049785,NA,NA,NA,NA
TCAL_04458,Similar to AdipoR Adiponectin receptor protein (Drosophila melanogaster),1.44E-09,2,0.284760346,0.00983713,0.290668726,0.003140037,0.399691452,1.76E-06,0.230719656,0.029119977,NA,NA,NA,NA
TCAL_04465,BCL9 homolog,0.000147264,4,NA,NA,NA,NA,NA,NA,NA,NA,1.533590904,2.74E-05,NA,NA
TCAL_04507,Similar to DIRAS2 GTP-binding protein Di-Ras2 (Macaca fascicularis),1.47E-05,6,NA,NA,NA,NA,-0.516148783,0.001508487,-0.368669812,0.05248684,NA,NA,NA,NA
TCAL_04509,Similar to DOCK4 Dedicator of cytokinesis protein 4 (Homo sapiens),3.58E-05,1,NA,NA,NA,NA,NA,NA,0.365708504,0.015180314,0.409476101,0.005594094,NA,NA
TCAL_04517,Similar to Heat shock 70 kDa protein cognate 4 (Manduca sexta),2.03E-10,5,NA,NA,NA,NA,0.679601912,0.013053237,-1.453566546,1.96E-11,-2.133168457,5.53E-25,-0.857020634,0.003689572
TCAL_04529,"Similar to Fatty acid-binding protein, liver (Ginglymostoma cirratum)",0.000273543,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.469268732,0.023590865,NA,NA
TCAL_04530,"Similar to Dnaaf1 Dynein assembly factor 1, axonemal (Rattus norvegicus)",0.000489994,4,-0.551870637,0.004568134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_04534,Similar to CERS6 Ceramide synthase 6 (Homo sapiens),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693493934,0.067160425,NA,NA
TCAL_04540,Similar to Cad99C Cadherin-99C (Drosophila melanogaster),9.92E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,0.652715704,0.055056961,NA,NA
TCAL_04543,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.553356565,0.00342908,NA,NA,-0.469032778,0.027164646,NA,NA
TCAL_04547,Similar to ABCA3 ATP-binding cassette sub-family A member 3 (Homo sapiens),1.58E-05,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.147190434,0.093193398,NA,NA
TCAL_04548,Similar to ZMIZ1 Zinc finger MIZ domain-containing protein 1 (Homo sapiens),7.79E-07,5,NA,NA,NA,NA,NA,NA,-0.322046618,0.005243411,-0.330206461,0.005017099,NA,NA
TCAL_04551,Protein of unknown function,5.01E-16,4,NA,NA,-0.523596634,0.001634306,-0.370215411,0.042286454,0.374852843,0.030973924,0.745068254,6.88E-08,NA,NA
TCAL_04573,Similar to SMS Spermine synthase (Bos taurus),2.19E-05,8,NA,NA,-0.37686511,0.099989531,-0.443255577,0.018822296,-0.498942185,0.005406224,NA,NA,NA,NA
TCAL_04589,Similar to RB1CC1 RB1-inducible coiled-coil protein 1 (Homo sapiens),7.58E-05,7,NA,NA,NA,NA,0.169403309,0.075300478,NA,NA,NA,NA,NA,NA
TCAL_04590,Similar to MKRN2OS MKRN2 opposite strand protein (Homo sapiens),0.002395952,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_04591,Similar to Patj Patj homolog (Drosophila melanogaster),0.002934633,8,NA,NA,-0.373330507,0.035417971,NA,NA,-0.387260529,0.016258606,NA,NA,NA,NA
TCAL_04611,Similar to slc6a9 Sodium- and chloride-dependent glycine transporter 1 (Xenopus laevis),NA,NA,NA,NA,NA,NA,-0.325935906,0.051446589,NA,NA,NA,NA,NA,NA
TCAL_04616,Similar to DAD1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Sus scrofa),0.000114542,8,NA,NA,NA,NA,NA,NA,-0.211592151,0.018211721,NA,NA,NA,NA
TCAL_04624,Similar to mepce 7SK snRNA methylphosphate capping enzyme (Danio rerio),0.001389911,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_04630,von Willebrand factor type EGF and pentraxin domain-containing 1,3.36E-08,1,NA,NA,NA,NA,NA,NA,0.726334551,0.005950889,1.135990312,1.91E-06,NA,NA
TCAL_04632,Similar to TIS11 mRNA decay factor CTH2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c)),NA,NA,NA,NA,NA,NA,NA,NA,0.800272869,0.042195468,NA,NA,NA,NA
TCAL_04636,Similar to SMYD3 Histone-lysine N-methyltransferase SMYD3 (Homo sapiens),NA,NA,NA,NA,NA,NA,NA,NA,-0.609634979,0.056769111,NA,NA,NA,NA
TCAL_04639,Protein of unknown function,0.000497637,8,NA,NA,NA,NA,-0.416949419,0.037064672,NA,NA,NA,NA,NA,NA
TCAL_04648,Similar to v1g160387 Probable lysosomal cobalamin transporter (Nematostella vectensis),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.580294228,0.012819881,NA,NA
TCAL_04674,Similar to Ptchd3 Patched domain-containing protein 3 (Mus musculus),6.31E-07,6,NA,NA,NA,NA,NA,NA,-0.365659222,0.000128384,-0.395614078,2.80E-05,NA,NA
TCAL_04675,Protein of unknown function,7.42E-06,1,NA,NA,NA,NA,NA,NA,3.591611137,0.00744521,NA,NA,NA,NA
TCAL_04681,Similar to fng Fringe glycosyltransferase (Drosophila melanogaster),1.94E-07,1,NA,NA,NA,NA,NA,NA,1.484552662,3.62E-05,1.199434501,0.001349385,NA,NA
TCAL_04684,Similar to ANPEP Aminopeptidase N (Bos taurus),0.000251051,7,NA,NA,NA,NA,0.227729233,0.094113952,0.295572346,0.012707639,NA,NA,NA,NA
TCAL_04686,Similar to LGALDH L-galactose dehydrogenase (Arabidopsis thaliana),NA,NA,NA,NA,NA,NA,0.208336085,0.050044753,NA,NA,-0.208705538,0.064523941,NA,NA
TCAL_04687,Similar to calm Calmodulin (Oreochromis mossambicus),0.001980686,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_04694,Protein of unknown function,6.34E-05,6,NA,NA,NA,NA,NA,NA,-0.300049632,0.015717678,NA,NA,NA,NA
TCAL_04704,Protein of unknown function,1.07E-06,8,NA,NA,-0.171622525,0.03822303,-0.218680994,0.001481272,NA,NA,NA,NA,NA,NA
TCAL_04712,Similar to Syt1 Synaptotagmin 1 (Drosophila melanogaster),1.94E-05,6,NA,NA,NA,NA,-0.338992982,0.000583212,-0.258282802,0.019207514,NA,NA,NA,NA
TCAL_04717,Similar to SPAC16E8.02 Uncharacterized endoplasmic reticulum membrane protein C16E8.02 (Schizosaccharomyces pombe (strain 972 / ATCC 24843)),NA,NA,NA,NA,NA,NA,NA,NA,-0.302451924,0.081346026,NA,NA,NA,NA
TCAL_04723,Protein of unknown function,0.001549412,6,NA,NA,NA,NA,NA,NA,-0.23326548,0.044022916,NA,NA,NA,NA
TCAL_04739,"Similar to L-galactono-1,4-lactone dehydrogenase, mitochondrial (Brassica oleracea)",7.47E-13,8,NA,NA,-0.728185481,0.000706318,-0.614756186,0.004473859,-1.219943047,3.16E-10,-0.605186861,0.024450148,NA,NA
TCAL_04752,Similar to CD63 CD63 antigen (Oryctolagus cuniculus),2.84E-05,7,0.297992823,0.068179189,0.278754842,0.062107319,0.418326953,0.000229924,0.314936088,0.014141234,NA,NA,NA,NA
TCAL_04794,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343995421,0.080175075,NA,NA
TCAL_04795,Similar to Sam-S S-adenosylmethionine synthase (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,-0.180694616,0.085952704,NA,NA,NA,NA,NA,NA
TCAL_04819,Similar to Slc18b1 MFS-type transporter SLC18B1 (Mus musculus),0.000212044,8,NA,NA,NA,NA,NA,NA,-0.415162634,0.066880242,NA,NA,NA,NA
TCAL_04842,Similar to set5 SET domain-containing protein 5 (Schizosaccharomyces pombe (strain 972 / ATCC 24843)),8.65E-05,8,NA,NA,NA,NA,-0.751104842,0.025048661,NA,NA,NA,NA,NA,NA
TCAL_04846,Similar to BBOX1 Gamma-butyrobetaine dioxygenase (Homo sapiens),3.44E-10,8,NA,NA,-0.531637222,0.009560165,-0.500591735,0.012097096,-0.865288848,2.30E-07,NA,NA,NA,NA
TCAL_04862,Similar to Hpcal1 Hippocalcin-like protein 1 (Rattus norvegicus),0.000343382,2,NA,NA,0.444412519,0.081919244,0.474153928,0.033368455,NA,NA,NA,NA,NA,NA
TCAL_04867,Similar to SLC13A5 Solute carrier family 13 member 5 (Homo sapiens),2.11E-21,1,NA,NA,NA,NA,NA,NA,1.645917437,2.12E-13,1.170819775,3.97E-07,NA,NA
TCAL_04869,Similar to PCLO Protein piccolo (Fragment) (Gallus gallus),3.63E-06,5,NA,NA,NA,NA,NA,NA,-0.268327338,0.027941436,-0.267474295,0.035529745,NA,NA
TCAL_04882,Similar to Tret1 Facilitated trehalose transporter Tret1 (Culex quinquefasciatus),0.001964913,8,NA,NA,-1.39159601,0.007465392,NA,NA,-1.189907945,0.01913633,NA,NA,NA,NA
TCAL_04917,Similar to Swt1 Transcriptional protein SWT1 (Mus musculus),4.72E-07,4,NA,NA,-0.311070926,0.014099989,-0.302522217,0.01209084,NA,NA,0.258057862,0.063082927,NA,NA
TCAL_04918,Similar to hsp-16.48 Heat shock protein Hsp-16.48/Hsp-16.49 (Caenorhabditis elegans),3.54E-15,2,0.367915041,0.064479329,0.538133181,0.000110232,0.589415456,5.99E-06,NA,NA,-0.625781055,1.40E-06,NA,NA
TCAL_04932,Similar to MCRS1 Microspherule protein 1 (Homo sapiens),3.01E-08,2,NA,NA,NA,NA,0.187146489,0.075986258,NA,NA,-0.254963843,0.006789,NA,NA
TCAL_04944,Protein of unknown function,6.89E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,1.02673621,0.065999509,NA,NA
TCAL_04957,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.402548484,0.077209322,NA,NA,NA,NA
TCAL_04965,Similar to Siah1 E3 ubiquitin-protein ligase SIAH1 (Rattus norvegicus),8.28E-31,2,0.570954627,6.36E-05,0.732070165,6.94E-09,0.754946789,1.01E-09,-0.379342733,0.016733371,-1.134289522,5.81E-22,NA,NA
TCAL_04976,Similar to Esterase FE4 (Myzus persicae),NA,NA,NA,NA,NA,NA,0.839550664,0.037579691,NA,NA,-0.796341667,0.070296573,NA,NA
TCAL_04979,Similar to atad3-b ATPase family AAA domain-containing protein 3-B (Xenopus laevis),0.000330295,4,NA,NA,NA,NA,NA,NA,NA,NA,0.169631411,0.081150144,NA,NA
TCAL_04987,Similar to Carboxypeptidase B (Astacus astacus),9.49E-08,6,NA,NA,NA,NA,-0.302743706,0.017762829,-0.452412851,2.91E-05,NA,NA,NA,NA
TCAL_04993,Similar to Robo2 Roundabout homolog 2 (Mus musculus),NA,NA,NA,NA,NA,NA,NA,NA,1.092089731,0.031616835,NA,NA,NA,NA
TCAL_05006,Similar to SAP5 Zinc finger A20 and AN1 domain-containing stress-associated protein 5 (Arabidopsis thaliana),NA,NA,NA,NA,NA,NA,NA,NA,0.516009791,0.066205051,NA,NA,NA,NA
TCAL_05011,Protein of unknown function,0.001604598,7,NA,NA,NA,NA,0.565076263,0.03897768,0.594626698,0.026865749,NA,NA,NA,NA
TCAL_05019,Protein of unknown function,5.11E-05,1,NA,NA,NA,NA,NA,NA,4.284563787,0.005950889,NA,NA,NA,NA
TCAL_05022,Similar to osm-3 Osmotic avoidance abnormal protein 3 (Caenorhabditis elegans),2.47E-05,2,NA,NA,NA,NA,0.403609882,0.017038022,NA,NA,-0.396119459,0.027073045,NA,NA
TCAL_05028,Similar to ANKS1A Ankyrin repeat and SAM domain-containing protein 1A (Homo sapiens),NA,NA,NA,NA,-0.613947803,0.031797283,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05031,G- coupled receptor Mth2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.259086391,0.091932955,NA,NA
TCAL_05080,"Similar to Sarcoplasmic calcium-binding proteins I, III, and IV (Branchiostoma lanceolatum)",0.000579545,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05097,Similar to LUC7L Putative RNA-binding protein Luc7-like 1 (Homo sapiens),2.53E-05,6,NA,NA,-0.315649933,0.086476254,-0.523289123,9.21E-05,NA,NA,NA,NA,NA,NA
TCAL_05102,HIG1 domain family member mitochondrial-like,3.68E-05,1,NA,NA,NA,NA,NA,NA,0.40937317,0.006603075,NA,NA,NA,NA
TCAL_05108,Similar to Carboxypeptidase inhibitor SmCI (Sabellastarte magnifica),7.93E-06,8,NA,NA,-0.442213563,0.001980488,-0.311684706,0.047868065,NA,NA,NA,NA,NA,NA
TCAL_05109,Protein of unknown function,0.000886645,7,NA,NA,0.383740968,0.069208346,0.38963409,0.039269667,NA,NA,NA,NA,NA,NA
TCAL_05111,Protein of unknown function,4.27E-35,4,-0.370775985,0.000442633,-0.620645179,1.59E-12,-0.611084864,1.51E-12,NA,NA,0.61514366,1.45E-12,NA,NA
TCAL_05137,Similar to RNF31 E3 ubiquitin-protein ligase RNF31 (Homo sapiens),0.003534392,6,NA,NA,NA,NA,-0.34235067,0.014279689,NA,NA,NA,NA,NA,NA
TCAL_05138,Similar to sprtn SprT-like domain-containing protein Spartan (Xenopus tropicalis),0.005233226,4,NA,NA,NA,NA,NA,NA,NA,NA,0.205717626,0.0466565,NA,NA
TCAL_05142,Similar to B0416.5 Uncharacterized protein B0416.5 (Caenorhabditis elegans),0.000434147,7,NA,NA,NA,NA,0.527005598,0.003508775,NA,NA,NA,NA,NA,NA
TCAL_05143,Protein of unknown function,2.38E-07,2,0.661449693,0.020475521,0.595506501,0.030216819,0.988425611,1.53E-06,NA,NA,-0.890327015,2.74E-05,NA,NA
TCAL_05144,Similar to CYP3A24 Cytochrome P450 3A24 (Ovis aries),0.000237437,6,NA,NA,NA,NA,NA,NA,-0.335980341,0.019768125,NA,NA,NA,NA
TCAL_05177,Similar to Slc12a3 Solute carrier family 12 member 3 (Mus musculus),5.72E-13,9,NA,NA,NA,NA,NA,NA,-2.646000588,1.33E-16,-2.781341902,2.25E-18,NA,NA
TCAL_05182,Similar to ENTPD1 Ectonucleoside triphosphate diphosphohydrolase 1 (Homo sapiens),0.001110381,4,NA,NA,NA,NA,NA,NA,NA,NA,0.58041894,0.004420051,NA,NA
TCAL_05190,Similar to Tret1 Facilitated trehalose transporter Tret1 (Culex quinquefasciatus),NA,NA,NA,NA,0.483412149,0.094910657,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05191,Similar to Tret1 Facilitated trehalose transporter Tret1 (Culex quinquefasciatus),4.69E-07,6,NA,NA,-0.299587229,0.026903502,-0.31721743,0.009901802,-0.405615759,0.000236915,NA,NA,NA,NA
TCAL_05209,Protein of unknown function,2.96E-07,6,-0.468927219,0.088029132,-0.652893397,0.000848698,-0.724446632,7.04E-05,-0.438534612,0.054187358,NA,NA,NA,NA
TCAL_05216,Similar to CRISP/Allergen/PR-1 (Trittame loki),0.002536932,3,NA,NA,NA,NA,1.010185717,0.079830989,NA,NA,NA,NA,NA,NA
TCAL_05227,Similar to PP1 Serine/threonine-protein phosphatase PP1 (Zea mays),1.14E-07,1,NA,NA,NA,NA,NA,NA,1.048408152,0.010627672,NA,NA,NA,NA
TCAL_05250,Similar to ACHE1 Acetylcholinesterase (Culex pipiens),1.70E-09,8,NA,NA,-0.357914864,0.052136713,-0.409305079,0.009687799,-0.508375906,0.000543203,NA,NA,NA,NA
TCAL_05271,Similar to wdr83 WD repeat domain-containing protein 83 (Danio rerio),0.000361454,2,NA,NA,0.876342291,0.047638983,0.855309962,0.036835189,NA,NA,NA,NA,NA,NA
TCAL_05274,Similar to EHD4 EH domain-containing protein 4 (Homo sapiens),6.06E-38,8,-0.592562188,1.36E-09,-0.837552088,2.17E-20,-0.836711458,1.02E-20,-0.777908679,8.14E-18,NA,NA,NA,NA
TCAL_05279,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans),0.003635619,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05281,XK-related 6-like,2.41E-11,9,NA,NA,-0.466034066,0.021666362,NA,NA,-1.28279619,4.37E-18,-1.088640073,9.17E-13,NA,NA
TCAL_05289,Protein of unknown function,3.17E-06,1,NA,NA,NA,NA,NA,NA,0.737337714,0.001041309,0.618580622,0.013943633,NA,NA
TCAL_05297,Protein of unknown function,NA,NA,NA,NA,3.012988533,0.021000489,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05305,Similar to Slc4a5 Electrogenic sodium bicarbonate cotransporter 4 (Rattus norvegicus),NA,NA,NA,NA,NA,NA,NA,NA,-0.283269327,0.093616256,NA,NA,NA,NA
TCAL_05313,Similar to CPPED1 Serine/threonine-protein phosphatase CPPED1 (Bos taurus),2.45E-14,4,NA,NA,-0.586661228,4.91E-05,-0.79851922,1.01E-09,NA,NA,0.746377618,2.28E-08,0.4526729,0.021484463
TCAL_05349,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.383165919,0.078404859,NA,NA,NA,NA,NA,NA
TCAL_05351,Similar to GK3P Glycerol kinase 3 (Homo sapiens),0.000150966,6,NA,NA,NA,NA,NA,NA,-0.533418517,0.00075698,-0.54891061,0.000635797,NA,NA
TCAL_05359,Similar to Gpc6 Glypican-6 (Mus musculus),0.003003266,4,NA,NA,NA,NA,NA,NA,NA,NA,1.132269725,0.051421315,NA,NA
TCAL_05362,Similar to Anxa3 Annexin A3 (Rattus norvegicus),8.27E-06,8,NA,NA,NA,NA,-0.810675893,0.019988127,-0.900548025,0.007722684,NA,NA,NA,NA
TCAL_05382,Similar to Acy1 Aminoacylase-1 (Mus musculus),NA,NA,NA,NA,NA,NA,NA,NA,0.745416836,0.075937589,NA,NA,NA,NA
TCAL_05387,"Similar to LSC30 Ferritin-1, chloroplastic (Brassica napus)",6.18E-22,2,0.506107841,3.63E-05,0.644430197,3.22E-09,0.934115301,1.45E-20,NA,NA,-0.739061311,9.22E-13,-0.42800746,0.001853109
TCAL_05389,Protein of unknown function,0.004484036,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05424,coiled-coil domain-containing 74A-like isoform X1,7.66E-13,2,NA,NA,1.107580722,8.07E-06,1.072676568,1.08E-05,NA,NA,-0.648389262,0.024450148,NA,NA
TCAL_05425,Protein of unknown function,NA,NA,NA,NA,NA,NA,1.266185158,0.018169526,NA,NA,NA,NA,NA,NA
TCAL_05431,Protein of unknown function,0.00015866,1,NA,NA,NA,NA,NA,NA,0.175544679,0.039732096,NA,NA,NA,NA
TCAL_05433,Similar to MFSD5 Molybdate-anion transporter (Homo sapiens),8.98E-05,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.587837207,0.02868895,NA,NA
TCAL_05434,Similar to Cryab Alpha-crystallin B chain (Mus musculus),NA,NA,NA,NA,NA,NA,NA,NA,0.857708905,0.078181484,NA,NA,NA,NA
TCAL_05461,Protein of unknown function,2.20E-05,5,NA,NA,0.525992302,0.052136713,0.670892899,0.002205097,NA,NA,NA,NA,NA,NA
TCAL_05464,Similar to lilli AF4/FMR2 family member 4 (Drosophila willistoni),NA,NA,NA,NA,NA,NA,0.381072186,0.033031029,NA,NA,NA,NA,NA,NA
TCAL_05466,Similar to FR FMRFamide receptor (Drosophila melanogaster),0.000150901,7,NA,NA,NA,NA,NA,NA,0.383293323,0.05179983,NA,NA,NA,NA
TCAL_05472,Similar to Chka Choline kinase alpha (Mus musculus),1.37E-09,8,NA,NA,NA,NA,NA,NA,-0.69240876,3.96E-07,-0.489632296,0.001887556,NA,NA
TCAL_05494,Protein of unknown function,5.38E-18,3,0.392864196,5.65E-05,0.524224904,1.06E-09,0.597012292,5.29E-13,0.330184811,0.00055276,-0.266827481,0.014826254,NA,NA
TCAL_05501,Similar to GABRR2 Gamma-aminobutyric acid receptor subunit rho-2 (Bos taurus),0.002600286,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05510,Similar to UTR7 UDP-galactose/UDP-glucose transporter 7 (Arabidopsis thaliana),4.66E-06,4,NA,NA,-0.494691836,0.030850866,-0.551127731,0.006638456,NA,NA,NA,NA,NA,NA
TCAL_05515,Similar to acr-16 Acetylcholine receptor subunit alpha-type acr-16 (Caenorhabditis elegans),NA,NA,NA,NA,NA,NA,0.360107533,0.066208846,NA,NA,NA,NA,NA,NA
TCAL_05522,Similar to Sugp1 SURP and G-patch domain-containing protein 1 (Mus musculus),0.000798686,2,NA,NA,NA,NA,NA,NA,-0.167570006,0.051940608,-0.17745058,0.040763886,NA,NA
TCAL_05526,Similar to Hemagglutinin/amebocyte aggregation factor (Limulus polyphemus),9.40E-05,8,NA,NA,NA,NA,NA,NA,-0.508383388,0.001281002,NA,NA,NA,NA
TCAL_05534,Similar to arrd-17 Arrestin domain-containing protein 17 (Caenorhabditis elegans),6.55E-23,2,0.437211888,0.025234455,0.65286882,4.56E-06,0.67481361,8.63E-07,NA,NA,-0.80997357,1.56E-09,NA,NA
TCAL_05545,Similar to METTL9 Methyltransferase-like protein 9 (Gallus gallus),3.89E-11,4,NA,NA,-0.2232378,0.020385991,-0.341163061,9.97E-06,NA,NA,0.194304152,0.063718995,0.23145373,0.050428071
TCAL_05550,Similar to chid1 Chitinase domain-containing protein 1 (Xenopus laevis),2.27E-07,8,NA,NA,NA,NA,NA,NA,-0.261368217,0.002841501,NA,NA,NA,NA
TCAL_05566,Similar to SUGCT Succinate--hydroxymethylglutarate CoA-transferase (Homo sapiens),0.003238748,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05569,Similar to lhpp Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (Danio rerio),1.40E-29,7,0.542333783,1.41E-07,0.795981058,3.35E-18,0.79033296,3.10E-18,0.745175281,5.25E-16,NA,NA,NA,NA
TCAL_05614,Similar to DnaJ-1 DnaJ protein homolog 1 (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,NA,NA,-0.771891782,0.05336271,NA,NA,NA,NA
TCAL_05620,"Similar to Grin2b Glutamate receptor ionotropic, NMDA 2B (Mus musculus)",0.010671994,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.511211128,0.049038778,NA,NA
TCAL_05642,Similar to Sb Serine proteinase stubble (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,NA,NA,0.493390825,0.057669189,NA,NA,NA,NA
TCAL_05646,Similar to RFX7 DNA-binding protein RFX7 (Homo sapiens),0.002289535,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.226633123,0.08516758,NA,NA
TCAL_05650,Similar to NFIB Nuclear factor 1 B-type (Bos taurus),5.17E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,0.817287476,0.061567361,NA,NA
TCAL_05651,Similar to NFIB Nuclear factor 1 B-type (Homo sapiens),0.000162621,1,NA,NA,NA,NA,NA,NA,0.906543733,0.050891424,NA,NA,NA,NA
TCAL_05663,Similar to fabG 3-oxoacyl-[acyl-carrier-protein] reductase FabG (Bacillus subtilis (strain 168)),2.86E-22,7,0.376594981,0.000292566,0.531972642,1.80E-09,0.607765882,7.98E-13,0.628464019,1.20E-13,NA,NA,NA,NA
TCAL_05667,Protein of unknown function,0.00557833,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05693,Protein of unknown function,0.001167638,6,NA,NA,NA,NA,-0.683960015,0.049743384,NA,NA,NA,NA,NA,NA
TCAL_05696,Similar to larp7 La-related protein 7 (Danio rerio),NA,NA,NA,NA,0.39405818,0.089093252,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05698,Similar to PNKP Bifunctional polynucleotide phosphatase/kinase (Homo sapiens),8.51E-15,9,NA,NA,NA,NA,NA,NA,-0.581123937,1.86E-13,-0.761138619,5.34E-24,NA,NA
TCAL_05710,Similar to sqd RNA-binding protein squid (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272715071,0.086183558,NA,NA
TCAL_05729,"Similar to CG7280 Probable sulfite oxidase, mitochondrial (Drosophila melanogaster)",4.48E-05,7,NA,NA,0.360031511,0.003355979,0.283550894,0.03089559,0.333361323,0.005950889,NA,NA,NA,NA
TCAL_05734,Similar to NUDT8 Nudix hydrolase 8 (Arabidopsis thaliana),0.000175294,6,NA,NA,-0.372897765,0.040362045,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05754,Protein of unknown function,2.81E-08,2,NA,NA,0.487807475,0.094314577,0.931425099,3.00E-06,NA,NA,-1.189473753,4.07E-10,NA,NA
TCAL_05755,Protein of unknown function,9.36E-13,2,0.993734723,0.064294801,1.192953232,0.003157026,1.250818868,0.000897302,NA,NA,-1.104554457,0.005312411,NA,NA
TCAL_05760,Similar to USP2 Ubiquitin carboxyl-terminal hydrolase 2 (Gallus gallus),0.005672368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_05762,Similar to Surf4 Surfeit locus protein 4 homolog (Drosophila melanogaster),7.65E-05,6,NA,NA,-0.161362469,0.033581679,-0.144853553,0.049743384,-0.135001569,0.086364612,NA,NA,NA,NA
TCAL_05769,Similar to Mgst1 Microsomal glutathione S-transferase 1 (Mus musculus),1.76E-07,2,NA,NA,0.457760074,0.007393806,0.669096283,2.17E-06,NA,NA,-0.343491212,0.076379349,NA,NA
TCAL_05770,Similar to deaA Chitin disaccharide deacetylase (Vibrio alginolyticus),8.71E-07,1,NA,NA,NA,NA,NA,NA,1.447126187,0.003679076,NA,NA,NA,NA
